1, none, minecraft:the_void, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
22975, plains, terralith:birch_taiga, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
22976, plains, terralith:birch_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
22977, plains, terralith:birch_taiga, MONSTER, alexsmobs:farseer, 30, 1, 1
22978, plains, terralith:birch_taiga, MONSTER, alexsmobs:murmur, 10, 1, 1
22979, plains, terralith:birch_taiga, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
22980, plains, terralith:birch_taiga, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
22981, plains, terralith:birch_taiga, MONSTER, graveyard:revenant, 25, 5, 8
22982, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
22983, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
22984, plains, terralith:birch_taiga, MONSTER, midnightlurker:invisible_static, 10, 1, 1
22985, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
22986, plains, terralith:birch_taiga, MONSTER, tr_slender:slenderman, 25, 1, 1
22987, plains, terralith:birch_taiga, MONSTER, antlers:wendigo, 20, 1, 1
22988, plains, terralith:birch_taiga, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
22989, plains, terralith:birch_taiga, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
22990, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
22991, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
22992, plains, terralith:birch_taiga, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
22993, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
22994, plains, terralith:birch_taiga, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
22995, plains, terralith:birch_taiga, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
22996, plains, terralith:birch_taiga, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
22997, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
22998, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
22999, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
23000, plains, terralith:birch_taiga, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
23001, plains, terralith:birch_taiga, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
23002, plains, terralith:birch_taiga, MONSTER, red_sea_object:scp_093, 10, 1, 1
23003, plains, terralith:birch_taiga, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
23004, plains, terralith:birch_taiga, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
23005, plains, terralith:birch_taiga, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
23006, plains, terralith:birch_taiga, MONSTER, shy_guy:shy_guy, 10, 1, 1
23007, plains, terralith:birch_taiga, MONSTER, builder_bear:builder_bear, 10, 1, 1
23008, plains, terralith:birch_taiga, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
23009, plains, terralith:birch_taiga, MONSTER, erics_toy:erics_toy, 10, 1, 1
23010, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
23011, plains, terralith:birch_taiga, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
23012, plains, terralith:birch_taiga, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
23013, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
23014, plains, terralith:birch_taiga, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
23015, plains, terralith:birch_taiga, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
23016, plains, terralith:birch_taiga, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
23017, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
23018, plains, terralith:birch_taiga, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
23019, plains, terralith:birch_taiga, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
23020, plains, terralith:birch_taiga, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
23021, plains, terralith:birch_taiga, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
23022, plains, terralith:birch_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
23023, plains, terralith:birch_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
23024, plains, terralith:birch_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
23025, plains, terralith:birch_taiga, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
23026, plains, terralith:birch_taiga, CREATURE, alexsmobs:skunk, 10, 1, 2
23027, plains, terralith:birch_taiga, CREATURE, alexsmobs:blue_jay, 16, 2, 4
23028, plains, terralith:birch_taiga, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
23029, plains, terralith:birch_taiga, AMBIENT, minecraft:bat, 10, 8, 8
23030, plains, terralith:birch_taiga, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
23031, plains, terralith:birch_taiga, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
23032, plains, terralith:birch_taiga, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
23033, plains, terralith:birch_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
23034, plains, terralith:birch_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
23035, plains, terralith:birch_taiga, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
23036, plains, terralith:birch_taiga, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
23037, plains, terralith:birch_taiga, AMBIENT, midnightlurker:void_hands, 10, 1, 1
23038, plains, terralith:birch_taiga, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
23039, plains, terralith:birch_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
23040, plains, terralith:birch_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
23041, plains, terralith:birch_taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
23042, plains, terralith:birch_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
23043, plains, terralith:birch_taiga, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
23044, plains, terralith:birch_taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
23045, plains, terralith:birch_taiga, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
23046, plains, terralith:birch_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
23047, plains, terralith:birch_taiga, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
23048, plains, terralith:birch_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
23049, plains, terralith:birch_taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
23050, taiga, terralith:wintry_forest, MONSTER, minecraft:spider, 80, 4, 4
23051, taiga, terralith:wintry_forest, MONSTER, minecraft:zombie, 80, 4, 4
23052, taiga, terralith:wintry_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
23053, taiga, terralith:wintry_forest, MONSTER, minecraft:skeleton, 80, 4, 4
23054, taiga, terralith:wintry_forest, MONSTER, minecraft:creeper, 80, 4, 4
23055, taiga, terralith:wintry_forest, MONSTER, minecraft:slime, 80, 4, 4
23056, taiga, terralith:wintry_forest, MONSTER, minecraft:enderman, 5, 1, 4
23057, taiga, terralith:wintry_forest, MONSTER, minecraft:witch, 5, 1, 1
23058, taiga, terralith:wintry_forest, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
23059, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
23060, taiga, terralith:wintry_forest, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
23061, taiga, terralith:wintry_forest, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
23062, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
23063, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
23064, taiga, terralith:wintry_forest, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
23065, taiga, terralith:wintry_forest, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
23066, taiga, terralith:wintry_forest, MONSTER, burning_man:burning_man, 10, 1, 1
23067, taiga, terralith:wintry_forest, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
23068, taiga, terralith:wintry_forest, MONSTER, boh:michael_davies, 20, 4, 4
23069, taiga, terralith:wintry_forest, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
23070, taiga, terralith:wintry_forest, MONSTER, graveyard:nightmare, 10, 1, 1
23071, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
23072, taiga, terralith:wintry_forest, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
23073, taiga, terralith:wintry_forest, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
23074, taiga, terralith:wintry_forest, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
23075, taiga, terralith:wintry_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
23076, taiga, terralith:wintry_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
23077, taiga, terralith:wintry_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
23078, taiga, terralith:wintry_forest, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
23079, taiga, terralith:wintry_forest, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
23080, taiga, terralith:wintry_forest, MONSTER, graveyard:revenant, 25, 5, 8
23081, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
23082, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
23083, taiga, terralith:wintry_forest, MONSTER, midnightlurker:invisible_static, 10, 1, 1
23084, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
23085, taiga, terralith:wintry_forest, MONSTER, tr_slender:slenderman, 25, 1, 1
23086, taiga, terralith:wintry_forest, MONSTER, antlers:wendigo, 20, 1, 1
23087, taiga, terralith:wintry_forest, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
23088, taiga, terralith:wintry_forest, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
23089, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
23090, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
23091, taiga, terralith:wintry_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
23092, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
23093, taiga, terralith:wintry_forest, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
23094, taiga, terralith:wintry_forest, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
23095, taiga, terralith:wintry_forest, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
23096, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
23097, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
23098, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
23099, taiga, terralith:wintry_forest, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
23100, taiga, terralith:wintry_forest, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
23101, taiga, terralith:wintry_forest, MONSTER, red_sea_object:scp_093, 10, 1, 1
23102, taiga, terralith:wintry_forest, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
23103, taiga, terralith:wintry_forest, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
23104, taiga, terralith:wintry_forest, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
23105, taiga, terralith:wintry_forest, MONSTER, graveyard:ghoul, 25, 2, 5
23106, taiga, terralith:wintry_forest, MONSTER, shy_guy:shy_guy, 10, 1, 1
23107, taiga, terralith:wintry_forest, MONSTER, builder_bear:builder_bear, 10, 1, 1
23108, taiga, terralith:wintry_forest, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
23109, taiga, terralith:wintry_forest, MONSTER, erics_toy:erics_toy, 10, 1, 1
23110, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
23111, taiga, terralith:wintry_forest, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
23112, taiga, terralith:wintry_forest, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
23113, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
23114, taiga, terralith:wintry_forest, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
23115, taiga, terralith:wintry_forest, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
23116, taiga, terralith:wintry_forest, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
23117, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
23118, taiga, terralith:wintry_forest, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
23119, taiga, terralith:wintry_forest, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
23120, taiga, terralith:wintry_forest, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
23121, taiga, terralith:wintry_forest, CREATURE, minecraft:sheep, 10, 6, 6
23122, taiga, terralith:wintry_forest, CREATURE, minecraft:pig, 10, 4, 4
23123, taiga, terralith:wintry_forest, CREATURE, minecraft:chicken, 10, 4, 4
23124, taiga, terralith:wintry_forest, CREATURE, minecraft:cow, 10, 4, 4
23125, taiga, terralith:wintry_forest, CREATURE, minecraft:wolf, 10, 4, 4
23126, taiga, terralith:wintry_forest, CREATURE, minecraft:rabbit, 10, 2, 3
23127, taiga, terralith:wintry_forest, CREATURE, minecraft:fox, 10, 2, 4
23128, taiga, terralith:wintry_forest, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
23129, taiga, terralith:wintry_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
23130, taiga, terralith:wintry_forest, CREATURE, alexsmobs:moose, 10, 3, 4
23131, taiga, terralith:wintry_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
23132, taiga, terralith:wintry_forest, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
23133, taiga, terralith:wintry_forest, CREATURE, alexsmobs:crow, 10, 3, 5
23134, taiga, terralith:wintry_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
23135, taiga, terralith:wintry_forest, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
23136, taiga, terralith:wintry_forest, AMBIENT, minecraft:bat, 10, 8, 8
23137, taiga, terralith:wintry_forest, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
23138, taiga, terralith:wintry_forest, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
23139, taiga, terralith:wintry_forest, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
23140, taiga, terralith:wintry_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
23141, taiga, terralith:wintry_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
23142, taiga, terralith:wintry_forest, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
23143, taiga, terralith:wintry_forest, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
23144, taiga, terralith:wintry_forest, AMBIENT, midnightlurker:void_hands, 10, 1, 1
23145, taiga, terralith:wintry_forest, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
23146, taiga, terralith:wintry_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
23147, taiga, terralith:wintry_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
23148, taiga, terralith:wintry_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
23149, taiga, terralith:wintry_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
23150, taiga, terralith:wintry_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
23151, taiga, terralith:wintry_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
23152, taiga, terralith:wintry_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
23153, taiga, terralith:wintry_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
23154, badlands, terralith:savanna_badlands, MONSTER, minecraft:spider, 80, 4, 4
23155, badlands, terralith:savanna_badlands, MONSTER, minecraft:zombie, 80, 4, 4
23156, badlands, terralith:savanna_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
23157, badlands, terralith:savanna_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
23158, badlands, terralith:savanna_badlands, MONSTER, minecraft:creeper, 80, 4, 4
23159, badlands, terralith:savanna_badlands, MONSTER, minecraft:slime, 80, 4, 4
23160, badlands, terralith:savanna_badlands, MONSTER, minecraft:enderman, 5, 1, 4
23161, badlands, terralith:savanna_badlands, MONSTER, minecraft:witch, 5, 1, 1
23162, badlands, terralith:savanna_badlands, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
23163, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
23164, badlands, terralith:savanna_badlands, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
23165, badlands, terralith:savanna_badlands, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
23166, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
23167, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
23168, badlands, terralith:savanna_badlands, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
23169, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
23170, badlands, terralith:savanna_badlands, MONSTER, burning_man:burning_man, 10, 1, 1
23171, badlands, terralith:savanna_badlands, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
23172, badlands, terralith:savanna_badlands, MONSTER, boh:michael_davies, 20, 4, 4
23173, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
23174, badlands, terralith:savanna_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
23175, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
23176, badlands, terralith:savanna_badlands, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
23177, badlands, terralith:savanna_badlands, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
23178, badlands, terralith:savanna_badlands, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
23179, badlands, terralith:savanna_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
23180, badlands, terralith:savanna_badlands, MONSTER, alexsmobs:farseer, 30, 1, 1
23181, badlands, terralith:savanna_badlands, MONSTER, alexsmobs:murmur, 10, 1, 1
23182, badlands, terralith:savanna_badlands, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
23183, badlands, terralith:savanna_badlands, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
23184, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
23185, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
23186, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:invisible_static, 10, 1, 1
23187, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
23188, badlands, terralith:savanna_badlands, MONSTER, tr_slender:slenderman, 25, 1, 1
23189, badlands, terralith:savanna_badlands, MONSTER, antlers:wendigo, 20, 1, 1
23190, badlands, terralith:savanna_badlands, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
23191, badlands, terralith:savanna_badlands, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
23192, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
23193, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
23194, badlands, terralith:savanna_badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
23195, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
23196, badlands, terralith:savanna_badlands, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
23197, badlands, terralith:savanna_badlands, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
23198, badlands, terralith:savanna_badlands, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
23199, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
23200, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
23201, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
23202, badlands, terralith:savanna_badlands, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
23203, badlands, terralith:savanna_badlands, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
23204, badlands, terralith:savanna_badlands, MONSTER, red_sea_object:scp_093, 10, 1, 1
23205, badlands, terralith:savanna_badlands, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
23206, badlands, terralith:savanna_badlands, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
23207, badlands, terralith:savanna_badlands, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
23208, badlands, terralith:savanna_badlands, MONSTER, shy_guy:shy_guy, 10, 1, 1
23209, badlands, terralith:savanna_badlands, MONSTER, builder_bear:builder_bear, 10, 1, 1
23210, badlands, terralith:savanna_badlands, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
23211, badlands, terralith:savanna_badlands, MONSTER, erics_toy:erics_toy, 10, 1, 1
23212, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
23213, badlands, terralith:savanna_badlands, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
23214, badlands, terralith:savanna_badlands, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
23215, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
23216, badlands, terralith:savanna_badlands, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
23217, badlands, terralith:savanna_badlands, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
23218, badlands, terralith:savanna_badlands, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
23219, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
23220, badlands, terralith:savanna_badlands, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
23221, badlands, terralith:savanna_badlands, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
23222, badlands, terralith:savanna_badlands, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
23223, badlands, terralith:savanna_badlands, CREATURE, minecraft:sheep, 12, 8, 8
23224, badlands, terralith:savanna_badlands, CREATURE, minecraft:pig, 10, 8, 8
23225, badlands, terralith:savanna_badlands, CREATURE, minecraft:chicken, 10, 8, 8
23226, badlands, terralith:savanna_badlands, CREATURE, minecraft:cow, 10, 8, 8
23227, badlands, terralith:savanna_badlands, CREATURE, minecraft:horse, 10, 2, 6
23228, badlands, terralith:savanna_badlands, CREATURE, minecraft:donkey, 10, 1, 1
23229, badlands, terralith:savanna_badlands, CREATURE, minecraft:llama, 10, 4, 4
23230, badlands, terralith:savanna_badlands, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
23231, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
23232, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:gazelle, 40, 7, 7
23233, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:sunbird, 10, 1, 1
23234, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
23235, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:elephant, 30, 3, 5
23236, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:emu, 20, 2, 5
23237, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
23238, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
23239, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
23240, badlands, terralith:savanna_badlands, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
23241, badlands, terralith:savanna_badlands, AMBIENT, minecraft:bat, 10, 8, 8
23242, badlands, terralith:savanna_badlands, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
23243, badlands, terralith:savanna_badlands, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
23244, badlands, terralith:savanna_badlands, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
23245, badlands, terralith:savanna_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
23246, badlands, terralith:savanna_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
23247, badlands, terralith:savanna_badlands, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
23248, badlands, terralith:savanna_badlands, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
23249, badlands, terralith:savanna_badlands, AMBIENT, midnightlurker:void_hands, 10, 1, 1
23250, badlands, terralith:savanna_badlands, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
23251, badlands, terralith:savanna_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
23252, badlands, terralith:savanna_badlands, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
23253, badlands, terralith:savanna_badlands, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
23254, badlands, terralith:savanna_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
23255, badlands, terralith:savanna_badlands, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
23256, badlands, terralith:savanna_badlands, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
23257, none, terralith:moonlight_valley, MONSTER, minecraft:spider, 80, 4, 4
23258, none, terralith:moonlight_valley, MONSTER, minecraft:zombie, 80, 4, 4
23259, none, terralith:moonlight_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
23260, none, terralith:moonlight_valley, MONSTER, minecraft:skeleton, 80, 4, 4
23261, none, terralith:moonlight_valley, MONSTER, minecraft:creeper, 80, 4, 4
23262, none, terralith:moonlight_valley, MONSTER, minecraft:slime, 80, 4, 4
23263, none, terralith:moonlight_valley, MONSTER, minecraft:enderman, 5, 1, 4
23264, none, terralith:moonlight_valley, MONSTER, minecraft:witch, 5, 1, 1
